Make,Model,Year,Kilometer,Color,Owner,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Ford,Figo Duratorq Diesel Titanium 1.4,2010,72000,White,First,3795.0,1680.0,1427.0,5.0,45.0,240000
Hyundai,Creta 1.6 SX Plus Special Edition,2015,90000,Silver,First,4270.0,1780.0,1630.0,5.0,60.0,800000
Honda,City V,2016,38000,Silver,First,4440.0,1695.0,1495.0,5.0,40.0,745000
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2021,7000,Grey,First,5063.0,1860.0,1494.0,5.0,80.0,7390000
Honda,Amaze 1.2 S MT Petrol [2018-2020],2019,74237,White,First,3995.0,1695.0,1501.0,5.0,35.0,675000
BMW,X1 sDrive20d xLine,2018,53000,Blue,Second,4454.0,2044.0,1545.0,5.0,63.0,2650000
Maruti Suzuki,Alto 800 Lxi,2016,52303,Grey,First,3395.0,1490.0,1475.0,5.0,35.0,340000
Maruti Suzuki,Baleno Alpha 1.2,2019,42356,Red,First,3995.0,1745.0,1500.0,5.0,37.0,620000
Maruti Suzuki,SX4 ZDI,2013,84000,White,First,4490.0,1735.0,1560.0,5.0,50.0,297000
Toyota,Etios Liva GD,2016,114000,Grey,First,3775.0,1695.0,1510.0,5.0,45.0,500000
Hyundai,Verna SX Plus 1.6 VTVT AT,2019,26894,Black,First,4440.0,1729.0,1475.0,5.0,45.0,1149000
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2017,70000,Brown,Second,4686.0,1810.0,1442.0,5.0,66.0,2650000
Toyota,Fortuner 3.0 4x2 MT,2012,98352,White,First,4705.0,1840.0,1850.0,7.0,80.0,1375000
Hyundai,i10 Magna,2009,107000,Grey,Third,3565.0,1595.0,1550.0,5.0,35.0,235000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2017,52000,White,First,4795.0,1855.0,1835.0,7.0,80.0,3090000
Lexus,ES 300h,2017,31059,Brown,First,4915.0,1820.0,1450.0,5.0,65.0,4375000
Maruti Suzuki,S-Cross Alpha 1.6,2017,114000,Grey,First,4300.0,1765.0,1590.0,5.0,48.0,749000
Mahindra,TUV300 T10,2017,44000,White,First,3995.0,1835.0,1839.0,7.0,60.0,785000
Hyundai,i20 Active 1.4 S,2017,72000,Maroon,First,3995.0,1760.0,1555.0,5.0,45.0,750000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2019,8000,Blue,First,4686.0,1810.0,1442.0,5.0,66.0,4150000
Maruti Suzuki,Alto VXi,2014,54000,White,First,3620.0,1475.0,1460.0,5.0,35.0,320000
Mercedes-Benz,GLA 200 CDI Style,2015,99000,White,Second,4417.0,1804.0,1494.0,5.0,50.0,1750000
Mahindra,TUV300 T10,2019,88000,White,First,3995.0,1795.0,1817.0,7.0,60.0,944999
Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,2020,11000,White,Second,5199.0,2220.0,1840.0,4.0,105.0,27500000
Ford,Endeavour Sport 2.0 4x4 AT,2021,19000,White,First,4903.0,1869.0,1837.0,7.0,80.0,4100000
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,2021,33000,Black,First,4655.0,1835.0,1760.0,5.0,60.0,1750000
Maruti Suzuki,Ertiga VDi 1.3 Diesel,2018,44153,White,First,4395.0,1735.0,1690.0,7.0,45.0,811000
Land Rover,Discovery Sport HSE Luxury 7-Seater,2020,32368,White,First,4600.0,2069.0,1724.0,7.0,65.0,6900000
Hyundai,Verna 1.6 CRDI SX,2016,42000,White,First,4375.0,1700.0,1475.0,5.0,43.0,725000
Jaguar,XF Portfolio Diesel,2020,56000,Blue,First,5067.0,2091.0,1457.0,5.0,66.0,4600000
Land Rover,Range Rover 3.0 V6 Diesel Vogue,2019,63000,Black,First,4999.0,2220.0,1835.0,5.0,105.0,19300000
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],2017,49422,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,650000
MG,Hector Plus Smart 1.5 DCT Petrol,2021,19000,Silver,First,4720.0,1835.0,1760.0,6.0,60.0,1925000
Honda,City SV CVT,2015,75258,White,First,4440.0,1695.0,1495.0,5.0,40.0,590000
Hyundai,Santro Sportz CNG [2018-2020],2019,46000,Silver,First,3610.0,1645.0,1560.0,5.0,60.0,495000
Maruti Suzuki,Baleno Zeta 1.3,2016,68921,Red,First,3995.0,1745.0,1500.0,5.0,37.0,695000
Hyundai,Verna 1.6 CRDI SX,2018,79800,Grey,First,4375.0,1700.0,1475.0,5.0,43.0,799000
Volkswagen,Polo Highline1.2L (P),2013,53000,Red,Second,3970.0,1682.0,1453.0,5.0,45.0,325000
Mahindra,Scorpio S5 2WD 7 STR,2018,59000,White,First,4456.0,1820.0,1995.0,7.0,60.0,1190000
Jaguar,XJ 3.0 Portfolio,2017,30000,White,First,5255.0,2105.0,1460.0,5.0,77.0,5800000
Maruti Suzuki,Alto LXi BS-III,2009,65000,Silver,Third,3495.0,1475.0,1460.0,5.0,35.0,140000
Maruti Suzuki,Baleno Zeta 1.2,2021,58000,White,First,3995.0,1745.0,1500.0,5.0,37.0,750000
Mercedes-Benz,M-Class ML 350 CDI,2014,94000,White,First,4804.0,2141.0,1796.0,5.0,70.0,2600000
Maruti Suzuki,Alto 800 Lx CNG,2017,45000,Silver,First,3395.0,1490.0,1475.0,5.0,35.0,299000
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2018,62152,Silver,First,4795.0,1855.0,1835.0,7.0,80.0,3470000
Hyundai,Venue SX Plus 1.0 Turbo DCT,2019,28000,Blue,First,3995.0,1770.0,1605.0,5.0,45.0,1075000
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,2019,15000,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,650000
Honda,Amaze 1.2 S i-VTEC,2014,53610,White,Second,3990.0,1680.0,1505.0,5.0,35.0,425000
Nissan,Terrano XL D Plus,2014,75000,White,First,4331.0,1822.0,1671.0,5.0,50.0,445000
Maruti Suzuki,XL6 Zeta MT Petrol,2022,16000,Grey,First,4445.0,1775.0,1700.0,6.0,45.0,1225000
Audi,A3 35 TDI Premium + Sunroof,2015,60000,Black,First,4456.0,1796.0,1416.0,5.0,50.0,1350000
Mercedes-Benz,C-Class 220 BlueEfficiency,2014,45000,White,First,4596.0,1770.0,1447.0,5.0,66.0,1450000
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2017,120000,White,First,4795.0,1855.0,1835.0,7.0,80.0,2749000
Hyundai,Santro GLS,2009,56400,Silver,Third,3565.0,1525.0,1590.0,5.0,35.0,141000
Hyundai,Creta 1.6 S Plus AT,2017,70000,White,First,4270.0,1780.0,1630.0,5.0,60.0,1375000
Toyota,Innova 2.4 G 7 STR [2016-2017],2016,82567,White,First,4735.0,1830.0,1795.0,7.0,55.0,1825000
Audi,A8 3.0 TDI quattro,2015,32000,Blue,First,5265.0,1949.0,1471.0,4.0,90.0,4900000
Honda,Jazz V Diesel,2015,68244,Silver,Second,3955.0,1694.0,1544.0,5.0,40.0,525000
Audi,Q7 3.0 TDI quattro Premium,2014,25000,Brown,Second,5089.0,1983.0,1737.0,6.0,100.0,3300000
Hyundai,Eon Magna +,2018,34000,Red,First,3495.0,1550.0,1500.0,5.0,32.0,405000
Audi,Q3 35 TDI quattro Premium Plus,2017,36000,Blue,First,4385.0,1831.0,1608.0,5.0,64.0,2550000
Honda,City SV,2019,36000,Bronze,First,4440.0,1695.0,1495.0,5.0,40.0,875000
Maruti Suzuki,Swift VXi,2014,68005,White,First,3850.0,1695.0,1530.0,5.0,42.0,355000
Ford,Ecosport Titanium 1.5L TDCi,2018,74797,White,First,3998.0,1765.0,1647.0,5.0,52.0,925000
Land Rover,Evoque SE Dynamic,2021,12000,White,First,4360.0,2120.0,1635.0,5.0,57.0,6500000
Hyundai,Elite i20 Magna 1.2 [2016-2017],2019,31000,White,First,3985.0,1734.0,1505.0,5.0,45.0,625000
Datsun,Redigo T(O) 1.0,2020,7520,Red,First,3429.0,1560.0,1541.0,5.0,28.0,425000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],2015,58078,Silver,Second,3765.0,1660.0,1520.0,5.0,43.0,550000
Volkswagen,Vento Comfortline Diesel,2014,79081,Grey,First,4384.0,1699.0,1466.0,5.0,55.0,434999
Mercedes-Benz,GLE 350 d,2018,28000,White,First,4819.0,2141.0,1796.0,5.0,93.0,5900000
Mercedes-Benz,GLC 220 d Progressive,2017,72000,White,First,4656.0,1890.0,1639.0,5.0,66.0,3500000
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2022,23000,White,First,4300.0,1790.0,1635.0,5.0,50.0,1750000
Chevrolet,Captiva LTZ AWD AT,2012,74000,White,First,4660.0,1870.0,1755.0,7.0,65.0,475000
Hyundai,Xcent S 1.2 (O),2015,11628,Black,First,3995.0,1660.0,1520.0,5.0,43.0,425000
Ford,Ecosport Titanium + 1.5L TDCi,2017,81323,Silver,First,3998.0,1765.0,1647.0,5.0,52.0,675000
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],2016,50000,Grey,First,3995.0,1790.0,1640.0,5.0,48.0,675000
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2016,145000,White,First,4735.0,1830.0,1795.0,7.0,55.0,1725000
Audi,A3 40 TFSI Premium,2017,48000,White,First,4456.0,1796.0,1416.0,5.0,50.0,1760000
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],2017,80000,Yellow,First,3995.0,1790.0,1640.0,5.0,48.0,730000
Maruti Suzuki,Swift LXi,2011,28513,Others,First,3850.0,1695.0,1530.0,5.0,42.0,301000
Maruti Suzuki,Wagon R LXi LPG,2011,42000,White,Second,3595.0,1475.0,1700.0,5.0,28.0,275000
Ford,Figo Duratorq Diesel ZXI 1.4,2013,87000,Grey,First,3795.0,1680.0,1427.0,5.0,45.0,225000
Hyundai,Eon Magna [2011-2012],2012,55700,Silver,Second,3495.0,1550.0,1500.0,5.0,32.0,185000
Maruti Suzuki,Alto 800 Lxi,2017,45600,White,First,3395.0,1490.0,1475.0,5.0,35.0,285000
Volkswagen,Vento Highline Diesel,2013,78000,White,Second,4384.0,1699.0,1466.0,5.0,55.0,350000
Rolls-Royce,Ghost Extended Wheelbase,2012,55000,White,Third,5569.0,1948.0,1550.0,5.0,82.5,20000000
Mercedes-Benz,GLS 400d 4MATIC,2021,3000,White,First,5207.0,2157.0,1823.0,7.0,90.0,12900000
Skoda,Superb Style TSI AT,2017,52458,Black,First,4861.0,1864.0,1483.0,5.0,66.0,1650000
Maruti Suzuki,Alto 800 Lxi CNG,2017,30000,White,First,3395.0,1490.0,1475.0,5.0,35.0,265000
Tata,Tiago Revotron XE [2016-2019],2017,46992,White,First,3746.0,1647.0,1535.0,5.0,35.0,395000
Honda,Jazz V Petrol,2016,54440,Silver,First,3955.0,1694.0,1544.0,5.0,40.0,500000
Mahindra,Alturas G4 4WD AT [2018-2020],2019,32000,Black,First,4850.0,1960.0,1845.0,7.0,70.0,2770000
Mercedes-Benz,M-Class ML 250 CDI,2015,103000,White,First,4804.0,2141.0,1796.0,5.0,70.0,2450000
Audi,A4 1.8 TFSI Multitronic Premium Plus,2020,28600,White,First,4701.0,1826.0,1427.0,5.0,63.0,3125000
Kia,Carnival Limousine Plus 7 STR,2020,72000,White,First,5115.0,1985.0,1755.0,7.0,60.0,2950000
Maruti Suzuki,Ertiga VDI SHVS,2016,64906,Grey,First,4296.0,1695.0,1685.0,7.0,45.0,620000
Mercedes-Benz,GLA 220 d Activity Edition,2016,79000,Red,First,4417.0,1804.0,1494.0,5.0,50.0,2250000
Maruti Suzuki,Ciaz Delta 1.4 MT,2017,64000,Brown,First,4490.0,1730.0,1485.0,5.0,43.0,565000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2018,56000,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,550000
Hyundai,Santro XO eRLX - Euro III,2007,85000,Silver,Second,3565.0,1525.0,1590.0,5.0,35.0,178000
Mahindra,Scorpio S5,2022,12000,White,First,4456.0,1820.0,1995.0,7.0,60.0,1550000
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],2018,67900,Red,First,3995.0,1790.0,1640.0,5.0,48.0,711000
Tata,Tigor Revotron XM,2018,48144,Grey,First,3992.0,1677.0,1537.0,5.0,35.0,375000
BMW,X1 sDrive20d xLine,2021,7100,Orange,First,4454.0,2044.0,1545.0,5.0,63.0,4475000
Porsche,Macan Base [2019-2020],2022,9000,Blue,First,4696.0,1923.0,1624.0,5.0,65.0,9100000
Maruti Suzuki,Alto VXi [2014-2019],2016,64000,Silver,First,3545.0,1490.0,1475.0,5.0,35.0,245000
Honda,City V Diesel,2016,38000,Brown,First,4440.0,1695.0,1495.0,5.0,40.0,690000
Toyota,Innova 2.5 G BS IV 8 STR,2016,65321,White,First,4585.0,1765.0,1760.0,8.0,55.0,944999
Mercedes-Benz,A-Class A 180 Sport Petrol,2014,80000,White,Third,4292.0,1780.0,1433.0,4.0,50.0,1350000
Maruti Suzuki,Vitara Brezza ZDi,2018,37093,Red,First,3995.0,1790.0,1640.0,5.0,48.0,850000
Volkswagen,Vento Highline 1.0L TSI,2021,37230,Grey,First,4390.0,1699.0,1467.0,5.0,55.0,1200000
Maruti Suzuki,Celerio VXi AMT,2014,76116,Red,First,3600.0,1600.0,1560.0,5.0,35.0,329000
Honda,Civic 1.8V MT,2010,83359,White,First,4545.0,1750.0,1450.0,5.0,50.0,300000
BMW,5-Series 530d M Sport [2013-2017],2018,38000,Blue,First,4899.0,2094.0,1464.0,5.0,65.0,4900000
Hyundai,Santro Sportz CNG [2018-2020],2019,28000,White,First,3610.0,1645.0,1560.0,5.0,60.0,465000
Skoda,Superb L&K TSI AT,2018,14120,Brown,First,4861.0,1864.0,1483.0,5.0,66.0,2350000
Hyundai,Eon D-Lite +,2014,25000,White,First,3495.0,1550.0,1500.0,5.0,32.0,250000
MG,Hector Plus Sharp 1.5 DCT Petrol,2020,28584,Black,First,4720.0,1835.0,1760.0,6.0,60.0,1950000
Land Rover,Evoque HSE,2017,50000,White,First,4360.0,2120.0,1635.0,5.0,57.0,3800000
Maruti Suzuki,Alto LXi CNG [2014-2018],2017,63200,Grey,First,3545.0,1490.0,1475.0,4.0,60.0,330000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2014,55000,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,409999
Ford,Figo Titanium1.5 TDCi,2019,71569,White,First,3886.0,1695.0,1525.0,5.0,40.0,575000
Hyundai,i10 Magna 1.2 Kappa2,2012,41200,Silver,First,3585.0,1595.0,1550.0,5.0,35.0,270000
Mahindra,Scorpio SLE BS-IV,2013,117000,White,First,4430.0,1817.0,1975.0,8.0,60.0,434999
Maruti Suzuki,Swift DZire VXI,2014,65000,White,Second,3995.0,1695.0,1555.0,5.0,42.0,465000
BMW,X3 xDrive 20d Luxury Line [2018-2020],2022,33000,White,First,4657.0,1881.0,1678.0,5.0,67.0,6800000
Hyundai,i10 Magna 1.2 Kappa2,2011,21000,Red,First,3585.0,1595.0,1550.0,5.0,35.0,350000
Hyundai,Venue SX 1.0 Turbo iMT,2020,23000,Brown,First,3995.0,1770.0,1605.0,5.0,45.0,900000
Maruti Suzuki,Swift LXi,2016,26357,Grey,First,3850.0,1695.0,1530.0,5.0,42.0,595000
Hyundai,Creta 1.6 SX Plus AT Petrol,2018,33500,White,First,4270.0,1780.0,1630.0,5.0,60.0,1260000
Tata,Zest XE 75 PS Diesel,2020,5923,White,First,3995.0,1706.0,1570.0,5.0,44.0,530000
Maruti Suzuki,Ertiga VDi,2015,72000,Silver,First,4265.0,1695.0,1685.0,7.0,45.0,599000
Mahindra,XUV500 W11 AT,2018,54154,Red,Second,4585.0,1890.0,1785.0,7.0,70.0,1595000
Volvo,V40 D3 R-Design,2017,14000,Blue,First,4370.0,1783.0,1458.0,5.0,60.0,1798999
Maruti Suzuki,Baleno Delta 1.2,2021,35500,White,First,3995.0,1745.0,1500.0,5.0,37.0,636000
Hyundai,Creta E Plus 1.4 CRDI,2018,63000,White,First,4270.0,1780.0,1630.0,5.0,60.0,950000
Maruti Suzuki,S-Cross Zeta 1.6,2017,52836,Blue,First,4300.0,1765.0,1590.0,5.0,48.0,800000
Maruti Suzuki,Celerio X Vxi AMT [2017-2019],2017,50000,White,First,3715.0,1635.0,1565.0,5.0,35.0,434000
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],2016,72114,White,First,3985.0,1734.0,1505.0,5.0,45.0,625000
Maruti Suzuki,Alto 800 Lxi CNG,2015,72000,Silver,Second,3395.0,1490.0,1475.0,5.0,35.0,245000
Mercedes-Benz,GLA 200 Sport,2019,24000,Red,First,4424.0,1804.0,1494.0,5.0,50.0,3100000
Audi,A6 2.0 TDI Premium,2012,42000,Brown,First,4915.0,1874.0,1455.0,5.0,65.0,1490000
BMW,5-Series 530d M Sport [2013-2017],2018,27600,Blue,First,4899.0,2094.0,1464.0,5.0,65.0,6000000
Maruti Suzuki,Alto VXi [2014-2019],2015,31000,White,First,3545.0,1490.0,1475.0,5.0,35.0,295000
Maruti Suzuki,Eeco 7 STR [2019-2020],2018,32000,White,Second,3675.0,1475.0,1800.0,7.0,40.0,450000
Toyota,Innova 2.4 VX 7 STR [2016-2020],2018,55000,Gold,First,4735.0,1830.0,1795.0,7.0,55.0,1989999
Lexus,ES 300h,2017,31059,Bronze,First,4915.0,1820.0,1450.0,5.0,65.0,3900000
Honda,City V Diesel,2016,72200,Brown,First,4440.0,1695.0,1495.0,5.0,40.0,635000
Tata,Safari 2.2 EX 4x2,2013,72000,White,Second,4655.0,1965.0,1922.0,7.0,55.0,575000
Maruti Suzuki,S-Cross Alpha 1.6,2016,77000,Silver,First,4300.0,1765.0,1590.0,5.0,48.0,590000
Honda,City VX,2020,26497,White,Second,4440.0,1695.0,1495.0,5.0,40.0,1199000
Hyundai,i10 Asta 1.2 AT Kappa2 with Sunroof,2013,57000,White,First,3585.0,1595.0,1550.0,5.0,35.0,380000
Maruti Suzuki,Alto VXi AMT [2014-2018],2015,20100,Red,First,3545.0,1490.0,1475.0,5.0,35.0,365000
Audi,A4 1.8 TFSI Multitronic Premium Plus,2010,67000,Silver,Second,4701.0,1826.0,1427.0,5.0,63.0,1000000
Mahindra,Thar LX 4-STR Hard Top Diesel MT,2021,14500,Grey,First,3985.0,1820.0,1844.0,4.0,57.0,1800000
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],2021,30000,White,First,4315.0,1800.0,1645.0,5.0,50.0,1275000
Mercedes-Benz,C-Coupe 43 AMG 4MATIC,2020,19000,White,First,4693.0,1810.0,1402.0,4.0,66.0,7000000
Mahindra,XUV500 W10 AT 1.99,2016,110000,Black,First,4585.0,1890.0,1785.0,7.0,70.0,955000
Mahindra,TUV300 T6 Plus,2015,115339,White,Second,3995.0,1835.0,1839.0,7.0,60.0,630000
Audi,Q5 40 TDI Premium Plus,2020,18000,White,Second,4663.0,1893.0,1659.0,5.0,70.0,4475000
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2022,4500,Black,First,3985.0,1820.0,1844.0,4.0,57.0,1950000
Hyundai,Creta E Plus 1.6 Petrol,2017,49000,Grey,First,4270.0,1780.0,1630.0,5.0,60.0,890000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2022,7000,Blue,First,4658.0,1890.0,1644.0,5.0,66.0,6750000
BMW,3-Series 320d Sport Line,2015,78362,Red,First,4624.0,2031.0,1429.0,5.0,60.0,2275000
Mahindra,Thar LX 4-STR Convertible Diesel AT,2020,30000,Blue,First,3985.0,1820.0,1855.0,4.0,57.0,1864999
Hyundai,i20 Active 1.4 SX,2015,59000,Silver,First,3995.0,1760.0,1555.0,5.0,45.0,540000
BMW,X1 sDrive20d xLine,2018,49000,Blue,First,4454.0,2044.0,1545.0,5.0,63.0,3125000
Mercedes-Benz,M-Class ML 350 CDI,2014,60513,Silver,First,4804.0,2141.0,1796.0,5.0,70.0,3200000
Mercedes-Benz,GLA 200 d Sport,2019,56500,White,First,4424.0,1804.0,1494.0,5.0,50.0,2750000
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,71000,Grey,First,4370.0,1700.0,1475.0,5.0,43.0,400000
Audi,Q7 45 TDI Technology Pack,2016,88000,White,Second,5052.0,1968.0,1740.0,7.0,75.0,3750000
Hyundai,Creta 1.4 S,2018,68000,Grey,First,4270.0,1780.0,1630.0,5.0,60.0,800000
Maruti Suzuki,Vitara Brezza ZDi,2017,94827,Others,First,3995.0,1790.0,1640.0,5.0,48.0,780000
Maruti Suzuki,Estilo LXi BS-IV,2010,62000,Brown,First,3600.0,1475.0,1595.0,5.0,35.0,220000
Maruti Suzuki,Wagon R LXi CNG,2012,57000,Silver,First,3539.0,1475.0,1700.0,5.0,35.0,225000
BMW,X1 sDrive20d Expedition,2017,22120,White,First,4439.0,1821.0,1612.0,5.0,51.0,2385000
BMW,X1 sDrive20d xLine,2019,11000,Black,First,4454.0,2044.0,1545.0,5.0,63.0,3400000
Audi,A6 35 TFSI Matrix,2017,58000,Black,First,4933.0,1874.0,1455.0,5.0,75.0,2850000
Maruti Suzuki,Vitara Brezza ZDi,2019,54572,White,First,3995.0,1790.0,1640.0,5.0,48.0,990000
Honda,City 1.5 V AT,2010,56000,Gold,First,4420.0,1695.0,1480.0,5.0,42.0,325000
Honda,City 1.5 V AT,2011,89000,Silver,Second,4420.0,1695.0,1480.0,5.0,42.0,325000
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,2014,42000,Bronze,First,4386.0,1699.0,1466.0,5.0,55.0,549000
Renault,Pulse RxL ABS Diesel [2015-2017],2017,6000,Maroon,First,3805.0,1665.0,1525.0,5.0,41.0,340000
Honda,Amaze 1.5 E i-DTEC,2013,79500,Silver,First,3990.0,1680.0,1505.0,5.0,35.0,425000
BMW,3-Series 320d Luxury Line,2015,82000,White,Second,4633.0,1811.0,1429.0,5.0,57.0,1689999
Toyota,Innova 2.4 VX 8 STR [2016-2020],2021,34228,White,First,4735.0,1830.0,1795.0,8.0,55.0,2750000
Maruti Suzuki,Swift VDi,2014,141334,White,Second,3850.0,1695.0,1530.0,5.0,42.0,515000
Maruti Suzuki,Swift VXi [2014-2017],2018,50000,White,First,3850.0,1695.0,1530.0,5.0,42.0,550000
Nissan,Terrano XL D THP 110 PS,2014,65000,Brown,First,4331.0,1822.0,1671.0,5.0,50.0,550000
Tata,Tiago Revotron XZA,2018,20000,Red,First,3746.0,1647.0,1535.0,5.0,35.0,555000
Maruti Suzuki,Celerio ZXi [2017-2019],2017,24000,Silver,First,3600.0,1600.0,1560.0,5.0,35.0,391000
Maruti Suzuki,Ignis Delta 1.2 AMT,2017,36000,Silver,First,3700.0,1690.0,1595.0,5.0,32.0,560000
Audi,Q3 2.0 TDI quattro Premium Plus,2013,117000,Black,First,4385.0,1831.0,1608.0,5.0,64.0,1420000
Volkswagen,Polo Highline Plus 1.0L TSI,2021,24000,White,First,3971.0,1682.0,1469.0,5.0,45.0,950000
Maruti Suzuki,Baleno Sigma 1.2,2017,82000,White,First,3995.0,1745.0,1500.0,5.0,37.0,490000
Hyundai,Creta 1.6 SX,2016,78000,Black,First,4270.0,1780.0,1630.0,5.0,60.0,1044999
Audi,Q7 45 TDI Technology Pack,2017,45000,Grey,Second,5052.0,1968.0,1740.0,7.0,75.0,5200000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2019,50000,White,First,4370.0,1700.0,1475.0,5.0,43.0,1125000
MINI,Cooper D 5 Door,2014,24000,Red,Second,3982.0,1727.0,1425.0,5.0,44.0,1950000
Maruti Suzuki,Swift DZire VXi,2009,77000,Beige,Second,4160.0,1690.0,1530.0,5.0,43.0,260000
Hyundai,i10 Magna 1.2,2009,55000,White,First,3565.0,1595.0,1550.0,5.0,35.0,165000
Hyundai,Xcent S 1.2,2018,66000,White,First,3995.0,1660.0,1520.0,5.0,43.0,490000
Maruti Suzuki,Alto VXi,2012,37000,Red,First,3620.0,1475.0,1460.0,5.0,35.0,185000
Honda,City 1.5 V MT,2012,80350,Silver,First,4440.0,1695.0,1485.0,5.0,42.0,375000
Mercedes-Benz,C-Class 220 BlueEfficiency,2013,102000,White,First,4596.0,1770.0,1447.0,5.0,66.0,975000
Maruti Suzuki,Swift VXi [2014-2017],2016,48200,Silver,Second,3850.0,1695.0,1530.0,5.0,42.0,450000
Maruti Suzuki,Swift DZire VDI,2015,55000,Silver,Second,3995.0,1695.0,1555.0,5.0,42.0,459999
Lexus,ES 300h Exquisite [2020-2021],2020,14000,Blue,First,4975.0,1865.0,1445.0,5.0,50.0,5200000
Hyundai,Elite i20 Sportz 1.2 MT,2020,25000,White,First,3995.0,1775.0,1505.0,5.0,37.0,700000
Volkswagen,Polo Highline Plus 1.0L TSI,2020,20124,Red,First,3971.0,1682.0,1469.0,5.0,45.0,1025000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2015,55660,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,380000
Skoda,Octavia Style 1.8 TSI AT,2015,94580,Black,First,4659.0,1814.0,1476.0,5.0,50.0,819999
Mercedes-Benz,GLA 200 Sport,2015,45000,White,Second,4417.0,1804.0,1494.0,5.0,50.0,1691000
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],2019,10000,Blue,First,4658.0,1890.0,1644.0,5.0,66.0,5200000
Maruti Suzuki,Ciaz VDi SHVS,2016,57000,White,First,4490.0,1730.0,1485.0,5.0,43.0,725000
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2021,45000,Grey,First,3805.0,1680.0,1520.0,5.0,60.0,725000
Maruti Suzuki,Alto LXi CNG,2011,90342,White,Second,3495.0,1475.0,1460.0,5.0,35.0,155000
Honda,Amaze 1.2 VX MT Petrol [2018-2020],2022,1000,White,First,3995.0,1695.0,1501.0,5.0,35.0,700000
Hyundai,Verna Fluidic 1.6 CRDi SX,2011,135000,White,First,4370.0,1700.0,1475.0,5.0,43.0,235000
Toyota,Fortuner 3.0 4x4 MT,2014,123000,White,Second,4705.0,1840.0,1850.0,7.0,80.0,1975000
Mahindra,XUV500 W8 AWD,2012,47531,White,First,4585.0,1890.0,1785.0,7.0,70.0,810000
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],2019,79000,Grey,Second,4315.0,1800.0,1645.0,5.0,50.0,1350000
Mahindra,Scorpio VLX 2WD Airbag BS-IV,2011,95000,White,First,4430.0,1817.0,1975.0,8.0,60.0,450000
Hyundai,i10 Magna 1.2 Kappa2,2011,53000,White,First,3585.0,1595.0,1550.0,5.0,35.0,250000
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],2020,30000,White,First,3985.0,1734.0,1505.0,5.0,45.0,819999
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2017,65000,Grey,First,4795.0,1855.0,1835.0,7.0,80.0,2690000
Hyundai,Creta SX 1.6 AT CRDi,2018,440000,Grey,First,4270.0,1780.0,1665.0,5.0,55.0,1240000
Honda,City VX,2016,63088,White,First,4440.0,1695.0,1495.0,5.0,40.0,790000
Hyundai,i10 Magna (O),2008,62000,Red,Second,3565.0,1595.0,1550.0,5.0,35.0,150000
Chevrolet,Cruze LTZ,2011,80000,Silver,Third,4597.0,1788.0,1477.0,5.0,60.0,400000
BMW,X5 xDrive30d xLine,2020,29000,Blue,First,4922.0,2004.0,1745.0,5.0,80.0,8300000
Volvo,S90 D4 Inscription,2020,2600,Blue,First,4963.0,1879.0,1443.0,5.0,55.0,6000000
Hyundai,Xcent S 1.1 CRDi (O),2014,81000,White,First,3995.0,1660.0,1520.0,5.0,43.0,390000
